AnnualIncome,Investments,Deductions,HRA,Age,EmploymentType,MaritalStatus,TaxLiability,TaxBurdenRatio,TaxSavings,StandardDeduction,EffectiveStrategy
1386890.22,98987.0,97460.0,369413.23,43,Self-Employed,Married,50080.68,0.0361,382629.07,0,Aggressive_Tax_Planning
1913578.9,10540.0,63821.0,485021.57,32,Private,Married,157091.04,0.0821,439945.57,50000,High_Income_Strategy
1043960.31,9586.0,59280.0,212621.26,39,Government,Single,40945.8,0.0392,284769.82,50000,Aggressive_Tax_Planning
458226.22,45306.67,44255.73,143554.28,60,Private,Married,0.0,0.0,142966.58,50000,Senior_Planning
2575812.26,80559.0,50638.0,711998.09,69,Private,Married,267576.56,0.1039,536076.87,50000,Senior_Planning
962804.35,114067.63,12056.69,206214.18,67,Self-Employed,Married,26568.45,0.0276,273826.51,0,Senior_Planning
2170984.28,124526.0,57265.0,540170.92,67,Retired,Married,181745.81,0.0837,495601.28,0,Senior_Planning
1897427.08,122759.0,79879.0,743081.68,34,Self-Employed,Married,70466.35,0.0371,521530.89,0,High_Income_Strategy
1088711.8,81086.0,97188.0,228160.8,66,Private,Married,31956.81,0.0294,307721.27,50000,Senior_Planning
2182202.33,98932.0,154.0,605364.48,28,Private,Married,189215.48,0.0867,491631.65,50000,High_Income_Strategy
666521.24,65573.49,45683.43,40228.97,61,Government,Married,14563.68,0.0219,193390.95,50000,Senior_Planning
1802501.02,106443.0,71851.0,555287.95,62,Private,Married,92335.17,0.0512,470045.15,50000,Senior_Planning
1170414.42,1979.0,80479.0,237517.51,35,Private,Single,54668.47,0.0467,310500.83,50000,Aggressive_Tax_Planning
2363176.05,111151.0,88966.0,734880.98,54,Government,Married,176326.3,0.0746,560984.63,50000,High_Income_Strategy
1988677.44,8825.0,44884.0,719493.44,63,Private,Married,122818.8,0.0618,497648.56,50000,Senior_Planning
1264588.58,129508.0,80026.0,275349.45,75,Self-Employed,Married,43634.0,0.0345,350917.64,0,Senior_Planning
802580.94,41578.72,31337.88,138943.98,54,Government,Married,22434.92,0.028,227970.33,50000,Standard_Planning
766526.45,50599.01,69453.59,104247.49,61,Retired,Single,17391.54,0.0227,221764.71,0,Senior_Planning
473401.46,24373.83,20529.35,59559.19,55,Private,Single,6184.83,0.0131,141516.42,50000,Standard_Planning
1803653.81,58861.0,836.0,72698.86,69,Private,Married,248432.48,0.1377,314307.51,50000,Senior_Planning
2343530.8,3964.0,89698.0,644553.26,52,Private,Married,227858.45,0.0972,503323.16,50000,High_Income_Strategy
1972223.82,10303.0,56543.0,329427.71,57,Private,Married,218696.43,0.1109,396637.4,50000,High_Income_Strategy
2115348.85,100907.0,96074.0,615485.58,64,Self-Employed,Married,143749.39,0.068,516239.45,0,Senior_Planning
1325471.3,93685.0,61166.0,417598.7,70,Private,Married,39471.37,0.0298,374075.68,50000,Senior_Planning
1973106.31,35952.0,90525.0,208300.85,46,Private,Married,238158.48,0.1207,377450.69,50000,High_Income_Strategy
1109594.27,53553.0,39919.0,371062.4,72,Private,Married,28086.23,0.0253,318107.19,50000,Senior_Planning
751173.43,60635.94,59835.72,234719.72,22,Business,Married,7591.07,0.0101,226775.04,0,Standard_Planning
1750059.85,93021.0,73048.0,318072.3,38,Self-Employed,Married,134138.82,0.0766,411879.85,0,High_Income_Strategy
684995.74,74629.04,31412.17,173114.33,67,Self-Employed,Married,8103.69,0.0118,205614.98,0,Senior_Planning
300000.0,57752.4,13152.9,30546.07,28,Private,Single,0.0,0.0,93600.0,50000,Standard_Planning
2493742.18,129398.0,71647.0,508496.55,49,Private,Married,283670.6,0.1138,494376.96,50000,High_Income_Strategy
1399964.45,118339.0,73827.0,428612.77,56,Private,Married,43552.97,0.0311,393235.94,50000,Aggressive_Tax_Planning
734267.56,6402.82,49296.7,270338.53,53,Government,Married,8227.93,0.0112,220863.54,50000,Standard_Planning
954617.51,106251.87,21818.15,118059.63,22,Private,Married,34682.74,0.0363,263157.93,50000,Standard_Planning
1474534.97,31882.0,45623.0,301906.7,50,Private,Married,97785.64,0.0663,362269.27,50000,Aggressive_Tax_Planning
417484.15,31967.28,9942.51,77416.63,41,Private,Married,2504.2,0.006,127750.85,50000,Standard_Planning
2007256.4,25211.0,67952.0,376491.88,74,Private,Single,206731.67,0.103,419532.32,50000,Senior_Planning
2302055.67,134341.0,30848.0,114379.29,63,Private,Single,358016.06,0.1555,360225.31,50000,Senior_Planning
547579.18,70300.51,49747.37,47480.46,41,Government,Married,6762.64,0.0124,164082.06,50000,Standard_Planning
2146124.55,125032.0,78094.0,408124.4,40,Business,Married,205880.73,0.0959,463710.13,0,High_Income_Strategy
1734148.37,144023.0,95952.0,326463.11,74,Business,Single,112883.73,0.0651,428170.56,0,Senior_Planning
2050379.86,29363.0,20732.0,588649.59,49,Government,Married,172025.17,0.0839,467693.35,50000,High_Income_Strategy
337309.07,29039.28,23192.39,66110.15,71,Private,Married,0.0,0.0,105240.43,50000,Senior_Planning
2424516.5,146165.0,43631.0,538741.09,59,Government,Married,256145.58,0.1056,500303.57,50000,High_Income_Strategy
754353.04,54341.42,20102.5,46582.35,28,Private,Single,26865.98,0.0356,208492.16,50000,Standard_Planning
1211510.33,125376.0,37689.0,12682.94,69,Private,Married,85438.58,0.0705,292552.64,50000,Senior_Planning
1055784.21,105453.0,47654.0,392353.77,25,Business,Married,14073.64,0.0133,315331.03,0,Aggressive_Tax_Planning
1028918.75,76843.0,97718.0,334264.76,32,Private,Single,15089.67,0.0147,305932.98,50000,Aggressive_Tax_Planning
544370.54,74292.0,55823.03,88067.2,42,Private,Married,3961.79,0.0073,165881.82,50000,Standard_Planning
2065271.59,132992.0,4335.0,763694.39,69,Private,Single,112164.04,0.0543,532200.7,50000,Senior_Planning
1067142.46,93419.0,62258.0,182508.42,67,Private,Married,36811.53,0.0345,296136.92,50000,Senior_Planning
1829643.61,12362.0,22380.0,463537.11,56,Private,Married,151154.77,0.0826,419694.04,50000,High_Income_Strategy
1406615.44,98992.0,28077.0,347290.26,33,Government,Single,67431.96,0.0479,371432.05,50000,Aggressive_Tax_Planning
1914254.92,111389.0,90364.0,127529.13,61,Business,Single,221511.51,0.1157,375736.03,0,Senior_Planning
1007859.65,140901.0,91775.0,276401.5,20,Private,Single,12936.67,0.0128,301515.54,50000,Aggressive_Tax_Planning
1311805.37,127775.0,28617.0,522688.0,42,Private,Married,26803.44,0.0204,382479.84,50000,Aggressive_Tax_Planning
740368.08,121028.49,33636.94,266553.62,62,Private,Married,3595.75,0.0049,227399.09,50000,Senior_Planning
1359972.26,123697.0,77278.0,337551.54,20,Private,Single,50145.53,0.0369,374165.81,50000,Aggressive_Tax_Planning
931533.02,132735.18,94086.72,272397.85,66,Retired,Single,9480.29,0.0102,281158.01,0,Senior_Planning
1060650.01,75730.0,50879.0,331178.68,26,Business,Single,23697.68,0.0223,307225.12,0,Aggressive_Tax_Planning
1122937.28,115730.0,75772.0,211724.54,55,Private,Married,35849.92,0.0319,314506.51,50000,Aggressive_Tax_Planning
2189222.99,98736.0,6690.0,572454.13,58,Private,Single,198538.97,0.0907,484498.6,50000,High_Income_Strategy
2345450.69,46994.0,91163.0,375602.66,52,Government,Married,298487.6,0.1273,433293.01,50000,High_Income_Strategy
957108.39,17627.37,75270.13,198934.87,72,Self-Employed,Married,30188.71,0.0315,268429.11,0,Senior_Planning
2008520.42,19990.0,99886.0,162494.54,56,Private,Married,265558.76,0.1322,361099.61,50000,High_Income_Strategy
300000.0,48731.01,555.9,100895.66,23,Government,Married,0.0,0.0,93600.0,50000,Standard_Planning
1696880.09,65427.0,87380.0,412684.32,69,Retired,Single,105328.86,0.0621,424097.73,0,Senior_Planning
936986.57,142132.33,44915.39,354608.72,64,Private,Single,7557.17,0.0081,284782.64,50000,Senior_Planning
1606790.85,37972.0,28260.0,93855.02,26,Private,Single,181143.0,0.1127,320175.75,50000,High_Income_Strategy
880357.1,116619.38,10075.08,230343.48,32,Government,Single,15425.19,0.0175,259246.22,50000,Standard_Planning
3246564.8,107809.0,72064.0,985395.37,54,Government,Single,376364.49,0.1159,636563.73,50000,High_Income_Strategy
1340623.62,126131.0,63356.0,523507.19,67,Private,Single,26273.46,0.0196,392001.11,50000,Senior_Planning
385165.08,83616.15,28119.07,13047.35,20,Government,Single,539.89,0.0014,119631.61,50000,Standard_Planning
1318308.43,21658.0,59093.0,248149.13,27,Private,Single,76347.69,0.0579,334964.53,50000,Aggressive_Tax_Planning
2899194.71,132534.0,12384.0,875793.33,38,Private,Married,313086.81,0.108,591461.93,50000,High_Income_Strategy
824429.34,108794.67,74159.73,294247.51,45,Private,Married,5055.83,0.0061,252166.13,50000,Standard_Planning
1548939.4,102274.0,77520.0,312652.9,68,Business,Married,89750.44,0.0579,393518.65,0,Senior_Planning
906666.75,62246.0,72167.49,327010.01,42,Private,Single,10152.65,0.0112,272727.38,50000,Standard_Planning
1217652.34,21527.0,61552.0,408470.82,35,Private,Married,36514.66,0.03,343392.87,50000,Aggressive_Tax_Planning
1277386.19,81091.0,13662.0,462511.38,32,Private,Married,35892.67,0.0281,362651.82,50000,Aggressive_Tax_Planning
2228614.61,59009.0,9548.0,64988.51,45,Private,Married,380661.56,0.1708,314666.2,50000,High_Income_Strategy
1617209.88,47777.0,75741.0,439669.42,54,Private,Married,89236.67,0.0552,415332.81,50000,High_Income_Strategy
2109418.74,112225.0,56507.0,128458.73,67,Private,Single,292415.14,0.1386,365723.51,50000,Senior_Planning
2133886.18,61451.0,74717.0,238509.09,38,Self-Employed,Married,275873.24,0.1293,389899.25,0,High_Income_Strategy
2429983.65,36417.0,25817.0,791038.46,52,Government,Married,218933.89,0.0901,539221.01,50000,High_Income_Strategy
1002380.65,6008.0,55960.0,397542.12,65,Private,Married,17458.53,0.0174,295284.23,50000,Senior_Planning
1654352.03,97715.0,47951.0,532506.68,57,Private,Married,74283.98,0.0449,441873.85,50000,High_Income_Strategy
585694.55,22953.85,60848.66,81483.04,63,Government,Married,8861.27,0.0151,173875.43,50000,Senior_Planning
2864950.99,141345.0,40907.0,992526.33,50,Private,Married,254333.87,0.0888,639530.84,50000,High_Income_Strategy
1070040.89,108471.0,90122.0,326030.63,39,Government,Married,17723.4,0.0166,316129.36,50000,Aggressive_Tax_Planning
2007606.1,64189.0,78554.0,720779.84,52,Private,Married,107969.32,0.0538,518403.79,50000,High_Income_Strategy
1592509.44,58534.0,85094.0,515222.3,52,Private,Married,67650.83,0.0425,429212.12,50000,High_Income_Strategy
1939525.26,1161.0,26917.0,201474.02,49,Private,Married,260511.65,0.1343,344620.23,50000,High_Income_Strategy
2275712.23,90184.0,33856.0,744685.28,70,Private,Married,170816.61,0.0751,539205.61,50000,Senior_Planning
2123937.95,120527.0,30482.0,67689.34,67,Private,Married,321434.76,0.1513,341233.88,50000,Senior_Planning
2194281.24,63050.0,78764.0,458785.52,45,Private,Married,224228.7,0.1022,460387.05,50000,High_Income_Strategy
1524982.48,109169.0,18538.0,265075.44,50,Private,Married,105497.61,0.0692,370296.92,50000,High_Income_Strategy
1605239.71,81861.0,78563.0,183057.02,24,Private,Single,133057.26,0.0829,367777.53,50000,High_Income_Strategy
469916.75,66070.96,7676.86,7667.77,45,Private,Married,7202.06,0.0153,139411.97,50000,Standard_Planning
674052.27,91129.2,19701.9,191301.08,71,Private,Married,6339.84,0.0094,203964.46,50000,Senior_Planning
300000.0,57956.91,16935.06,96244.43,27,Private,Married,0.0,0.0,93600.0,50000,Standard_Planning
942071.36,28067.75,44569.33,286794.04,64,Self-Employed,Married,21594.59,0.0229,272331.68,0,Senior_Planning
2367422.05,112357.0,52336.0,357667.96,57,Self-Employed,Single,302659.06,0.1278,435976.62,0,High_Income_Strategy
369654.99,62568.1,10943.29,112124.61,28,Government,Married,0.0,0.0,115332.36,50000,Standard_Planning
599877.8,42112.84,33712.15,32291.47,66,Private,Married,12571.59,0.021,174590.28,50000,Senior_Planning
2078951.38,111316.0,57036.0,338288.74,38,Private,Married,217560.92,0.1046,431071.91,50000,High_Income_Strategy
1436035.98,83515.0,53652.0,519432.42,24,Private,Married,43592.1,0.0304,404451.12,50000,Aggressive_Tax_Planning
1328187.02,36172.0,47640.0,109552.76,27,Private,Single,106043.03,0.0798,308351.32,50000,Aggressive_Tax_Planning
2362494.14,123640.0,34344.0,303733.79,49,Government,Married,320042.22,0.1355,417055.95,50000,High_Income_Strategy
300000.0,44934.06,31558.29,3337.25,21,Private,Single,0.0,0.0,93600.0,50000,Standard_Planning
1151175.46,103161.0,7567.0,320367.91,61,Retired,Single,35888.27,0.0312,323278.47,0,Senior_Planning
1489110.56,25672.0,34078.0,471273.43,59,Retired,Married,71461.59,0.048,393140.9,0,Aggressive_Tax_Planning
1610991.08,104873.0,43155.0,563037.77,20,Private,Married,62388.35,0.0387,440240.87,50000,High_Income_Strategy
2490680.13,114740.0,27752.0,681021.36,51,Government,Married,247156.03,0.0992,529936.17,50000,High_Income_Strategy
2067884.31,52638.0,65343.0,695350.24,20,Private,Single,131183.8,0.0634,513996.11,50000,High_Income_Strategy
895917.87,114091.38,14061.97,312335.05,22,Government,Single,10682.33,0.0119,268844.04,50000,Standard_Planning
2553752.01,145914.0,60209.0,69335.76,46,Private,Married,437827.5,0.1714,358943.13,50000,High_Income_Strategy
1379174.55,129147.0,31709.0,519824.15,23,Private,Single,33643.42,0.0244,396659.04,50000,Aggressive_Tax_Planning
1860641.52,15954.0,13810.0,523221.46,64,Private,Married,144990.58,0.0779,435529.58,50000,Senior_Planning
1148843.04,45122.0,85520.0,302733.47,43,Private,Married,35408.63,0.0308,323030.4,50000,Aggressive_Tax_Planning
692081.19,6263.1,51038.33,32451.57,30,Private,Married,23642.13,0.0342,192287.2,50000,Standard_Planning
2196930.91,107201.0,91973.0,362442.75,72,Retired,Married,237218.02,0.108,448224.43,0,Senior_Planning
1043610.5,118903.0,20536.0,98126.58,36,Private,Married,47743.01,0.0457,277863.47,50000,Aggressive_Tax_Planning
2258446.78,149957.0,13212.0,92228.48,36,Private,Single,351951.38,0.1558,352684.01,50000,High_Income_Strategy
615838.68,68742.66,39862.52,196372.45,22,Private,Single,3164.77,0.0051,188976.89,50000,Standard_Planning
1342266.54,55995.0,45600.0,317483.33,57,Business,Single,66017.36,0.0492,352769.8,0,Aggressive_Tax_Planning
842464.22,23680.92,21251.97,298511.74,25,Private,Married,12949.02,0.0154,249899.82,50000,Standard_Planning
300000.0,3291.54,41845.5,7501.03,26,Private,Single,0.0,0.0,93600.0,50000,Standard_Planning
2989760.41,32705.0,97142.0,737132.51,44,Private,Married,389307.64,0.1302,543497.61,50000,High_Income_Strategy
1450964.97,105437.0,52659.0,40367.36,29,Private,Married,130650.42,0.09,322050.65,50000,Aggressive_Tax_Planning
2709151.18,104941.0,31068.0,255479.79,49,Private,Married,450110.66,0.1661,395144.5,50000,High_Income_Strategy
911507.95,57691.36,3775.67,266764.82,27,Private,Single,21660.71,0.0238,262729.77,50000,Standard_Planning
778719.19,66075.26,5047.8,304517.74,62,Business,Married,7960.08,0.0102,235000.31,0,Senior_Planning
762715.08,31257.09,5908.19,160455.25,55,Private,Married,19769.83,0.0259,218197.27,50000,Standard_Planning
2604307.82,39958.0,48700.0,247045.79,65,Retired,Married,434804.46,0.167,377739.58,0,Senior_Planning
364457.8,67712.48,15231.95,4558.62,20,Private,Single,1401.65,0.0038,112309.19,50000,Standard_Planning
1081090.48,96579.0,14642.0,350933.62,55,Government,Married,25369.33,0.0235,311930.9,50000,Aggressive_Tax_Planning
2375719.07,38486.0,17714.0,72910.28,64,Private,Married,427941.94,0.1801,313282.41,50000,Senior_Planning
1224927.01,6490.0,47413.0,53536.27,74,Retired,Married,102437.45,0.0836,279739.78,0,Senior_Planning
1713873.58,127066.0,87552.0,179001.07,53,Private,Married,148266.17,0.0865,386462.38,50000,High_Income_Strategy
465148.64,5322.64,21967.46,125397.47,61,Government,Single,3247.98,0.007,141878.4,50000,Senior_Planning
2604319.09,54930.0,39463.0,603545.47,44,Self-Employed,Single,321790.75,0.1236,490756.8,0,High_Income_Strategy
1758816.57,41949.0,98141.0,283576.79,48,Business,Married,152138.94,0.0865,396611.83,0,High_Income_Strategy
3007988.82,30201.0,12501.0,963875.4,44,Business,Single,351440.36,0.1168,587052.15,0,High_Income_Strategy
506979.53,22318.5,5942.43,59976.92,30,Government,Married,8774.57,0.0173,149403.05,50000,Standard_Planning
1765355.94,39300.0,61085.0,87365.21,50,Self-Employed,Married,219212.99,0.1242,331578.07,0,High_Income_Strategy
1073234.75,87963.0,47860.0,184750.04,59,Private,Married,39415.23,0.0367,295434.02,50000,Aggressive_Tax_Planning
2062318.23,146518.0,8618.0,824155.09,29,Private,Single,95269.65,0.0462,548173.64,50000,High_Income_Strategy
1607370.76,147266.0,81734.0,207458.24,28,Private,Married,113549.8,0.0706,387949.87,50000,High_Income_Strategy
1869200.86,94540.0,84680.0,264561.24,73,Private,Married,175609.1,0.0939,407581.57,50000,Senior_Planning
764539.12,54444.38,43663.91,164699.35,31,Private,Married,13180.07,0.0172,225356.13,50000,Standard_Planning
651188.88,5578.04,34645.08,215739.31,24,Private,Married,7551.78,0.0116,195619.16,50000,Standard_Planning
1727981.37,36633.0,16900.0,381097.32,57,Business,Single,141271.27,0.0818,397858.91,0,High_Income_Strategy
848516.63,94676.8,54416.34,281361.97,68,Private,Married,8739.2,0.0103,255997.99,50000,Senior_Planning
2795179.23,68147.0,79171.0,679521.62,55,Private,Single,341121.96,0.122,530973.96,50000,High_Income_Strategy
1895610.2,115561.0,25745.0,288153.54,46,Private,Single,186199.17,0.0982,405231.21,50000,High_Income_Strategy
1009293.67,22365.0,21070.0,302906.43,56,Private,Single,29947.03,0.0297,284952.59,50000,Aggressive_Tax_Planning
329548.92,67022.77,6431.36,3541.29,70,Private,Married,132.78,0.0004,102686.48,50000,Senior_Planning
1779643.71,121629.0,31639.0,574748.56,63,Private,Married,88738.45,0.0499,466510.39,50000,Senior_Planning
2158052.6,11232.0,59886.0,461588.2,23,Business,Single,234108.08,0.1085,439204.33,0,High_Income_Strategy
396807.0,31005.75,12669.81,101273.03,54,Government,Single,96.64,0.0002,123707.15,50000,Standard_Planning
1048203.09,39356.0,71222.0,328736.2,70,Private,Married,24324.44,0.0232,302714.92,50000,Senior_Planning
2739762.49,3059.0,73508.0,70227.72,53,Government,Single,536005.94,0.1956,318799.95,50000,High_Income_Strategy
1842053.56,104131.0,2750.0,557293.65,41,Private,Married,114998.81,0.0624,459721.9,50000,High_Income_Strategy
2177048.42,122951.0,75122.0,303558.58,49,Private,Single,249730.05,0.1147,429509.05,50000,High_Income_Strategy
1340311.54,48327.0,11923.0,441898.87,66,Retired,Married,52753.38,0.0394,365423.82,0,Senior_Planning
730720.6,58804.86,52951.47,4803.29,20,Private,Single,24872.74,0.034,203112.09,50000,Standard_Planning
1521668.71,7081.0,76930.0,382680.37,72,Self-Employed,Married,89435.29,0.0588,385325.35,0,Senior_Planning
2363060.02,45741.0,48171.0,488548.3,41,Business,Single,282547.11,0.1196,454727.61,0,High_Income_Strategy
2492739.53,32207.0,23149.0,246337.95,53,Government,Single,410606.22,0.1647,367128.51,50000,High_Income_Strategy
2094283.17,114945.0,82375.0,282273.32,36,Government,Married,230783.23,0.1102,422633.12,50000,High_Income_Strategy
1519579.03,74286.0,22443.0,66454.21,52,Private,Married,157662.91,0.1038,316445.74,50000,High_Income_Strategy
1782765.24,53134.0,26839.0,682243.71,37,Private,Married,82274.09,0.0461,473948.66,50000,High_Income_Strategy
1600047.09,75381.0,49338.0,506350.94,39,Private,Single,73160.43,0.0457,426054.26,50000,High_Income_Strategy
763275.69,85000.27,15008.93,194841.38,74,Government,Married,11358.11,0.0149,226783.91,50000,Senior_Planning
1107297.04,6595.0,1117.0,228253.1,33,Self-Employed,Single,57927.78,0.0523,287548.89,0,Aggressive_Tax_Planning
770896.52,109076.02,40261.82,130967.7,72,Self-Employed,Married,12510.73,0.0162,228008.98,0,Senior_Planning
1290600.7,103865.0,73037.0,139541.06,74,Government,Married,73968.59,0.0573,328698.83,50000,Senior_Planning
873772.98,1201.54,19316.76,233376.71,20,Private,Single,25467.31,0.0291,247149.86,50000,Standard_Planning
1484030.24,68872.0,83804.0,124506.29,29,Government,Married,121024.37,0.0816,341993.06,50000,Aggressive_Tax_Planning
683316.69,50866.44,45579.3,174850.86,45,Private,Married,8425.05,0.0123,204769.76,50000,Standard_Planning
300000.0,17241.06,37689.51,21872.99,26,Government,Single,0.0,0.0,93600.0,50000,Standard_Planning
3034786.71,40946.0,70422.0,377293.36,51,Government,Married,521391.11,0.1718,425462.35,50000,High_Income_Strategy
1276896.96,32755.0,89320.0,8761.67,59,Private,Married,108380.54,0.0849,290011.31,50000,Aggressive_Tax_Planning
2931451.48,52340.0,37005.0,1135031.24,41,Private,Married,259607.48,0.0886,655005.39,50000,High_Income_Strategy
2415604.71,11444.0,32282.0,377886.97,38,Private,Married,349125.42,0.1445,404543.25,50000,High_Income_Strategy
1239816.81,18901.0,75564.0,183868.7,60,Government,Single,71991.37,0.0581,314831.48,50000,Senior_Planning
864200.94,126786.71,66161.12,203409.99,23,Business,Single,11327.84,0.0131,258302.85,0,Standard_Planning
1733457.87,39770.0,55822.0,328277.07,33,Government,Married,145493.09,0.0839,395345.77,50000,High_Income_Strategy
784410.43,103393.36,8993.53,104454.88,64,Business,Married,20027.14,0.0255,224708.91,0,Senior_Planning
1398146.82,4660.0,60033.0,262322.81,61,Business,Married,92795.25,0.0664,343426.56,0,Senior_Planning
2779528.82,126652.0,47779.0,11370.12,48,Private,Married,536243.04,0.1929,330969.95,50000,High_Income_Strategy
917977.96,71994.61,18713.13,42622.07,40,Private,Married,44405.11,0.0484,242004.01,50000,Standard_Planning
1270475.68,5610.0,95930.0,111949.17,33,Private,Married,89853.19,0.0707,306535.22,50000,Aggressive_Tax_Planning
756258.33,119245.06,9384.44,198694.76,73,Private,Married,9304.57,0.0123,226648.03,50000,Senior_Planning
2859638.31,46971.0,71342.0,1113992.67,53,Government,Married,234727.78,0.0821,657479.37,50000,High_Income_Strategy
300000.0,38952.78,32056.56,105654.08,52,Government,Married,0.0,0.0,93600.0,50000,Standard_Planning
1095116.65,38907.0,72460.0,284159.93,34,Private,Married,33757.33,0.0308,307919.06,50000,Aggressive_Tax_Planning
1083539.47,72712.0,74112.0,110346.32,23,Private,Single,50913.59,0.047,287150.73,50000,Aggressive_Tax_Planning
307743.36,4756.81,48679.91,39121.68,31,Private,Married,0.0,0.0,96015.93,50000,Standard_Planning
822565.78,88103.33,61830.33,209325.83,39,Private,Married,11091.93,0.0135,245548.6,50000,Standard_Planning
976038.27,57175.62,29803.57,78677.39,60,Private,Single,48419.54,0.0496,256104.4,50000,Senior_Planning
1396574.92,38380.0,25384.0,111190.76,61,Self-Employed,Married,124096.99,0.0889,311634.38,0,Senior_Planning
1106543.99,45646.0,45309.0,164542.01,45,Private,Married,54763.33,0.0495,290478.4,50000,Aggressive_Tax_Planning
2760877.54,41114.0,92223.0,542372.05,44,Private,Married,377572.57,0.1368,483821.22,50000,High_Income_Strategy
1617008.4,14194.0,47518.0,55489.37,59,Private,Married,194949.83,0.1206,309556.79,50000,High_Income_Strategy
2000364.85,82022.0,92171.0,19853.24,46,Self-Employed,Single,290571.41,0.1453,333542.43,0,High_Income_Strategy
1761271.75,56765.0,72739.0,127380.74,37,Government,Single,196368.75,0.1115,353148.04,50000,High_Income_Strategy
2465828.06,10838.0,46461.0,296171.99,39,Self-Employed,Single,386055.4,0.1566,383282.95,0,High_Income_Strategy
1350357.6,148590.0,95009.0,55273.96,40,Private,Married,88708.8,0.0657,332602.77,50000,Aggressive_Tax_Planning
967554.12,85808.81,9341.89,218802.19,43,Private,Married,28974.53,0.0299,272902.36,50000,Standard_Planning
1089558.84,147716.0,67865.0,363588.26,37,Business,Single,14080.52,0.0129,325861.84,0,Aggressive_Tax_Planning
1607811.49,137093.0,14595.0,591221.98,60,Private,Married,56924.63,0.0354,444712.55,50000,Senior_Planning
1628104.78,95125.0,70074.0,255714.75,49,Private,Married,121095.73,0.0744,386872.96,50000,High_Income_Strategy
1404425.02,84028.0,87826.0,212221.58,21,Private,Single,82232.68,0.0586,355947.92,50000,Aggressive_Tax_Planning
1082992.18,45072.0,40704.0,145290.31,30,Private,Married,54900.44,0.0507,282993.13,50000,Aggressive_Tax_Planning
1406307.33,36054.0,57898.0,151708.17,52,Business,Married,111414.61,0.0792,327353.28,0,Aggressive_Tax_Planning
878483.28,102119.92,80096.44,87487.92,66,Retired,Married,24313.02,0.0277,249773.77,0,Senior_Planning
536578.67,28265.29,35833.42,173403.78,72,Business,Married,2551.96,0.0048,164860.58,0,Senior_Planning
300000.0,13064.67,28107.63,90817.57,27,Private,Single,0.0,0.0,93600.0,50000,Standard_Planning
1172049.94,56703.0,54970.0,106726.16,43,Private,Married,70769.52,0.0604,294910.06,50000,Aggressive_Tax_Planning
1118800.77,22691.0,37734.0,235712.69,60,Business,Single,50335.44,0.045,298730.4,0,Senior_Planning
2290315.76,57231.0,8509.0,687214.86,59,Self-Employed,Married,206656.6,0.0902,507921.92,0,High_Income_Strategy
1136878.75,103680.0,10991.0,95739.37,64,Retired,Married,66529.07,0.0585,288177.1,0,Senior_Planning
1764191.61,32409.0,46811.0,473874.2,53,Private,Married,121908.26,0.0691,428519.52,50000,High_Income_Strategy
1739717.51,94049.0,34491.0,150138.83,59,Private,Single,184870.06,0.1063,357921.81,50000,High_Income_Strategy
737331.39,7188.49,48154.23,75657.22,31,Self-Employed,Married,24058.47,0.0326,205988.92,0,Standard_Planning
571106.88,67435.2,5559.01,196391.31,52,Government,Married,2689.51,0.0047,175495.84,50000,Standard_Planning
2259237.73,82677.0,93736.0,750545.69,61,Government,Married,151392.55,0.067,553489.62,50000,Senior_Planning
827232.66,86703.73,77937.71,266134.41,70,Government,Married,7615.75,0.0092,250480.84,50000,Senior_Planning
1334528.44,98432.0,18334.0,515872.06,70,Government,Married,33996.6,0.0255,382376.27,50000,Senior_Planning
300000.0,65130.57,26964.21,3317.13,22,Private,Married,0.0,0.0,93600.0,50000,Standard_Planning
1887836.59,142391.0,13308.0,11127.76,44,Private,Married,263955.07,0.1398,325049.95,50000,High_Income_Strategy
972734.97,76579.01,14765.71,312954.74,30,Business,Single,20117.29,0.0207,283376.02,0,Standard_Planning
1416406.15,59419.0,23375.0,479135.39,56,Private,Married,55298.37,0.039,386620.34,50000,Aggressive_Tax_Planning
1925497.27,5258.0,41839.0,22732.86,31,Business,Married,305968.23,0.1589,294786.92,0,High_Income_Strategy
1280010.7,77640.0,21955.0,434068.23,60,Self-Employed,Married,38620.14,0.0302,360743.2,0,Senior_Planning
780097.79,27486.23,44311.99,103442.39,69,Private,Married,23905.15,0.0306,219485.36,50000,Senior_Planning
2765477.3,83787.0,18497.0,625229.57,44,Private,Married,362844.68,0.1312,499984.24,50000,High_Income_Strategy
768530.29,50492.79,81372.03,135268.61,36,Private,Single,13145.27,0.0171,226636.18,50000,Standard_Planning
1502441.49,127242.0,20733.0,161577.26,61,Self-Employed,Married,118120.96,0.0786,350640.78,0,Senior_Planning
1496671.83,54616.0,83799.0,214177.87,72,Private,Single,107968.43,0.0721,358993.19,50000,Senior_Planning
622404.25,42866.04,73259.31,118661.52,54,Private,Married,7156.1,0.0115,187034.02,50000,Standard_Planning
1104209.34,18599.0,88002.0,231372.04,74,Private,Married,41532.86,0.0376,302980.45,50000,Senior_Planning
2309521.6,25083.0,44766.0,451434.49,59,Private,Single,284930.29,0.1234,435640.45,50000,High_Income_Strategy
1011094.82,79477.0,91079.0,312620.57,25,Business,Married,15903.5,0.0157,299558.09,0,Aggressive_Tax_Planning
